Year;Mo;Dy;Hr;Mn;Sec;Tsu;Vol;Location Name;Latitude;Longitude;Focal Depth (km);Mag;MMI Int;Deaths;Death Description;Missing;Missing Description;Injuries;Injuries Description;Damage ($Mil);Damage Description;Houses Destroyed;Houses Destroyed Description;Houses Damaged;Houses Damaged Description;Total Deaths;Total Death Description;Total Missing;Total Missing Description;Total Injuries;Total Injuries Description;Total Damage ($Mil);Total Damage Description;Total Houses Destroyed;Total Houses Destroyed Description;Total Houses Damaged;Total Houses Damaged Description
778;;;;;;;;CHINA:  HUNAN PROVINCE: HOANG KIN CHAN;281;1114;;;;;3;;;;;;;;;;;;3;;;;;;;;;;
778;;;;;;;;ITALY:  TREVISO;454;122;;56;;48;1;;;;;;2;;;;;;;;;;;;;;;;
780;;;;;0;;;SOUTH KOREA:  KYONGJU;355;1291;;63;8;100;3;;;;;;2;;2;;;100;3;;;;;;2;;2;;
788;3;8;;;;;;CHINA:  SHAANXI PROVINCE:  ANKANG, FANGXIAN;325;1094;;65;8;;;;;;;;2;;3;;;;;;;;;;2;;3;;
793;4;30;;;0;;;ITALY:  VERONA;455;11;;6;9;;3;;;;;;3;;;;;;3;;;;;;3;;;;
796;4;7;;;0;;;GREECE:  CRETE;35;25;100;;10;;;;;;;;;;;;;;;;;;;;;;;;
801;4;30;1;;;;;ITALY:  ROMA (ROME);419;126;;;10;;;;;;;;3;;3;;;;;;;;;;3;;3;;
802;5;31;;;0;;;ITALY:  PADOVA;454;119;;;10;;;;;;;;;;;;;;;;;;;;;;;;
803;12;19;;;;64;;TURKEY: GULF OF ISKENDERUN;3695;356;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
811;;;;;;;;UNITED KINGDOM:  SCOTLAND:  ST ANDREWS;563;-28;;;;1400;4;;;;;;3;;3;;3;1400;4;;;;;;3;;3;;
814;4;2;;;;;;CHINA:  SICHUAN PROVINCE:  XICHANG;279;1022;;7;;101;3;;;;;;1;;;;;101;3;;;;;;1;;;;
818;5;15;;;;;;AFGHANISTAN: INDIA:  HINDU:KUSH: KAZAHKSTAN:  BALKHA;368;662;50;75;8;;3;;;;;;3;;;;;;3;;;;;;3;;;;
818;8;;;;;66;;JAPAN:  TOKKAIDO;352;1393;;79;;;3;;;;;;2;;;;;;3;;;;;;2;;;;
820;8;19;;;;;;CHINA:  SHAANXI PROVINCE:  FAN CHONG;374;1126;;;;20;1;;;;;;;;;;;20;1;;;;;;;;;;
835;1;5;;;0;;;TURKEY:  ANTAKYA (ANTIOCH);36;36;;;9;;;;;;;;3;;;;;;;;;;;;;;;;
838;11;23;;;0;;;UZBEKISTAN:  FERGANA;404;713;;;;15000;4;;;;;;4;;;;;;;;;;;;;;;;
842;10;24;;;;67;;UNITED KINGDOM:  CHANNEL ISLANDS: GAUL;495;-25;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
844;9;18;;;0;;;SYRIA:  DIMASHQ (DAMASCUS): TURKEY:  ANTAKYA;335;363;;;8;50000;4;;;;;;4;;;;;;;;;;;;;;;;
845;9;6;;;0;;;IRAQ:  AL:MAWSIL;362;431;;;;50000;4;;;;;;;;;;;;;;;;;;;;;;
846;;;;;;;;TURKEY:  ANTAKYA: LEBANON:  HIMS: IRAQ:  MOSUL;361;361;;;8;;;;;;;;3;;;;;;;;;;;;3;;;;
847;6;;;;;;;ITALY:  MOLISE, ISERNIA;416;142;;;10;;;;;;;;3;;;;;;;;;;;;3;;;;
847;11;24;;;;;;SYRIA:  DIMASHQ (DAMASCUS);335;363;;;;;;;;;;;2;;;;;;;;;;;;2;;;;
847;;;;;;;;IRAQ:  AL:MAWSIL;3621;4208;;;10;70000;4;;;;;;3;;;;;70000;4;;;;;;3;;;;
850;7;15;;;;;;IRAN:  REY (RAY);353;512;;;;45000;4;;;;;;3;;;;;45000;4;;;;;;;;;;
850;11;27;;;;69;;JAPAN:  YOMAGATA, SHONAI;39;1399;;7;;;;;;;;;;;;;;;3;;;;;;2;;;;
851;;;;;;;;ARMENIA:  DVIN;40;446;10;52;8;12000;4;;;;;;;;;;;12000;4;;;;;;;;;;
853;;;;;;;;ITALY:  BOIANO;415;145;;;10;;;;;;;;;;;;;;;;;;;;;;;;
854;6;2;;;;;;TUNISIA:  KAIROUAN, TUNIS;357;101;;;10;;;;;;;;3;;3;;;;;;;;;;3;;3;;
854;;;;;;;;ARMENIA:  TOVIN;40;45;;;;2000;4;;;;;;3;;;;;2000;4;;;;;;3;;;;
854;;;;;;;;FRANCE:  CAMBRAI,TOURNAI,MAYENCE;501;31;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
855;5;22;;;;;;IRAN:  REY (RAY);353;512;;;;;3;;;;;;3;;3;;;;3;;;;;;3;;3;;
856;1;;;;;;;ARMENIA:  DVIN;40;446;10;45;8;;;;;;;;3;;3;;;;2;;;;;;3;;3;;
856;12;3;;;;;;TUNISIA:  TUNIS;368;102;;;10;45000;4;;;;;;4;;;;;45000;4;;;;;;4;;;;
856;12;22;;;;;;IRAN:  DAMGHAN, QUMIS;362;543;;79;10;200000;4;;;;;;4;;4;;;200000;4;;;;;;4;;4;;
856;12;;;;;;;GREECE:  KORINTHOS,PATRAI (PATRAS);379;229;;;;45000;4;;;;;;;;;;;45000;4;;;;;;;;;;
857;4;;;;;;;EGYPT;;;;;;;;;;;;;2;;2;;2;;;;;;;;2;;;;2
858;1;;;;;;;TURKEY: ARMENIA:  DVINA;40;446;10;52;;12000;4;;;;;;3;;;;;;;;;;;;;;;;
858;4;19;;;;;;IRAN:  TABRIZ;38;462;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
859;4;8;;;;;;TURKEY:  ANTAKYA (ANTIOCH);36;36;;;11;;3;;;;;;3;;;;;;;;;;;;;;;;
860;5;23;;;0;;;IRAQ:  BAGHDAD;33;445;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
863;2;24;;;;;;IRAN:  REY (RAY);353;512;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
863;4;;;;;;;TURKEY: ARMENIA:  DVINA;40;446;10;49;;;3;;;;;;2;;;;;;;;;;;;;;;;
863;7;10;;;;72;;JAPAN: NAOETSU, NIIGATA PREFECTURE;371;138;;7;;;3;;;;;;3;;3;;;;3;;;;;;3;;3;;
863;;;;;;;;IRAN:  TABRIZ: ARMENIA:  JEREVAN (ERIVAN);38;462;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
864;1;15;;;0;;;IRAN:  REY;353;512;;;;;;;;;;;2;;;;;;;;;;;;;;;;
867;1;9;;;0;;;TURKEY;41;29;;;10;;;;;;;;;;;;;;;;;;;;;;;;
869;7;13;;;;74;;JAPAN:  SANRIKU;385;1438;;86;;;3;;;;;;4;;3;;;;4;;;;;;4;;3;;
871;11;18;;;;;;IRAN:  SAIMAREH;332;472;;68;7;20000;4;;;;;;4;;4;;;20000;4;;;;;;4;;4;;
876;7;14;;;;;;CHINA:  NINGXIA: QINGTONGXIA;378;1059;;65;8;;3;;;;;;2;;2;;;;3;;;;;;2;;2;;
881;5;26;;;;4282;;SPAIN: ALGERIA: MOROCCO;36;-8;;75;10;;;;;;;;3;;3;;3;;;;;;;;3;;3;;3
885;11;27;;;;;;EGYPT:  AL:QAHIRAH (CAIRO);30;311;;;10;1000;3;;;;;;3;;3;;3;1000;3;;;;;;3;;3;;
887;8;2;;;;76;;JAPAN:  HONSHU:  NIIGATA;375;1381;;65;;;;;;;;;;;;;;2000;4;;;;;;;;;;
887;8;26;;;;77;;JAPAN:  NANKAIDO;33;1353;;86;;;2;;;;;;3;;3;;;;3;;;;;;3;;3;;
891;;;;;0;;;IRAN:  ARDABIL;383;483;20;63;9;;;;;;;;3;;;;;;;;;;;;;;;;
893;12;24;;;;;;ARMENIA:  DVIN: IRAN:  ARDABIL;40;446;10;;10;150000;4;;;;;;4;;4;;;150000;4;;;;;;4;;4;;
894;;;;;0;;;ITALY:  VERONA;453;11;;53;;;2;;;;;;2;;;;;;;;;;;;;;;;
896;9;4;;;0;;;BALKANS NW:  MACEDONIA;417;229;;;10;;;;;;;;;;;;;;;;;;;;;;;;
896;;;;;0;;;ITALY:  ROMA (ROME);419;126;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
898;;;;;0;;;IRAN:  REY (RAY);353;512;;;;;;;;;;;3;;;;;;;;;;;;;;;;
910;9;9;;;0;;;IRAQ:  KUFAH,BAGHDAD;332;442;;;;;;;;;;;2;;;;;;;;;;;;;;;;
912;4;;;;0;;;IRAN:  DINAVAR;346;478;;;;;;;;;;;3;;;;;;;;;;;;;;;;
922;;;;;;79;;JAPAN:  KUMANONADA;338;1367;;7;;;;;;;;;1;;;;;;;;;;;;1;;;;
942;6;;;;0;;;UZBEKISTAN:  BUKHARA;397;645;20;67;9;;;;;;;;3;;;;;;;;;;;;;;;;
942;9;15;;;;;;IRAN:  LADNESA;36;517;;;;;3;;;;;;;;;;;;;;;;;;;;;;
943;8;20;;;;;;TURKMENISTAN:  NISA;38;583;;;;5000;4;;;;;;3;;;;;;;;;;;;;;;;
951;;;;;0;;;SYRIA:  HALAB (ALEPPO),RAHBA,DULUK: TURKEY: ANTAKYA;361;371;;;9;;;;;;;;3;;;;;;;;;;;;;;;;
953;8;20;;;0;;;TURKMENISTAN:  NISA;38;583;18;71;10;;;;;;;;3;;;;;;;;;;;;;;;;
956;4;15;;;0;;;IRAN:  HAMADAN;349;484;;;;;3;;;;;;2;;;;;;;;;;;;;;;;
957;4;;;;;;;IRAQ:  HALWAN: IRAN:  KEREND,QASR:E:SHIRIN;348;448;;;7;;;;;;;;3;;;;;;;;;;;;;;;;
957;;;;;0;80;;IRAN:  RAY, TALQAN;357;514;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;2;23;;;0;;;IRAN:  REY (RAY): AFGHANISTAN: TALQAN;353;512;;;;;3;;;;;;3;;;;;;3;;;;;;3;;;;
958;3;;;;0;;;IRAQ:  HALWAN,JALULA,KHANIKIN,BAGHDAD;332;442;;;;;;;;;;;3;;;;;;;;;;;;3;;;;
963;7;22;;;;3429;;ITALY:  SICILY;38;15;;;11;;3;;;;;;;;;;;;4;;;;;;;;;;
972;;;;;0;;;TURKEY:  ANTAKYA (ANTIOCH): SYRIA;361;361;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
977;8;19;;;0;;;IRAN:  TAHERI (SIRAF);274;522;;;;;;;;;;;3;;;;;;;;;;;;;;;;
978;6;17;;;;;;IRAN:  TAHERI (SIRAF);277;523;;53;7;2000;4;;;;;;3;;3;;;2000;4;;;;;;3;;3;;
985;2;10;;;0;;;ITALY:  BENEVENTO;411;148;;;;;;;;;;;2;;;;;;;;;;;;;;;;
986;5;13;;;;;;IRAQ:  AL:MAWSIL (MOSUL);362;431;;;8;;3;;;;;;3;;;;;;;;;;;;;;;;
990;;;;;0;;;ITALY:  BENEVENTO;411;148;;;10;;;;;;;;;;;;;;;;;;;;;;;;
991;4;5;;;0;82;;SYRIA:  DIMASHQ (DAMASCUS);335;363;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
999;8;23;;;;;;CHINA:  HUNAN PROVINCE;29;112;;;;;2;;;;;;2;;;;;;2;;;;;;2;;;;
999;10;;;;;;;CHINA:  JIANGSU PROVINCE:   CHANGZHOU;318;1199;;55;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1000;1;;;;;;;BALKANS NW:  SLOVENIA:  LJUBLJANA;46;145;;;8;;;;;;;;3;;;;;;;;;;;;;;;;
1000;4;30;;;;;;CHINA:  SHAANXI PROVINCE;35;110;;;;62;2;;;;;;1;;;;;62;2;;;;;;1;;;;
1001;1;;;;;;;CHINA:  SHAANXI PROVINCE:  TSIN;343;109;;;;60;2;;;;;;;;;;;60;2;;;;;;;;;;
1001;;;;;0;;;ITALY:  VERONA;453;11;;6;;;3;;;;;;2;;;;;;;;;;;;;;;;
1003;;;;;0;;;FRANCE:  BURGUNDY;47;6;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1003;;;;;;;;TURKEY:  KARS, DIGOR, ANI (ARMENIA);405;433;20;42;7;;3;;;;;;2;;;;;;;;;;;;;;;;
1007;9;17;;;;;;IRAN:IRAQ:  DINAVAR,BAGHDAD, TIGRIS:KTESIPHON;332;442;;;8;16000;4;;;;;;3;;;;;;;;;;;;;;;;
1008;4;11;;;;3562;;IRAN:IRAQ:  DAINAWAR;27665;52348;;65;;16000;4;;;;;;4;;;;;16000;4;;;;;;4;;;;
1010;3;9;;;0;;;TURKEY;41;295;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1013;;;;;;;;ICELAND:  SUDURLAND;64;-21;;;10;11;1;;;;;;;;;;;11;1;;;;;;;;;;
1021;5;12;10;;0;;;SWITZERLAND;475;76;;;9;;;;;;;;3;;;;;;;;;;;;;;;;
1022;4;;;;;;;CHINA:  SHAANXI PROVINCE:  DATONG;398;1131;;65;8;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1026;6;16;;;;83;;JAPAN:  OFF MASUDA, SHIMANE PREFECTURE;348;1318;;75;;;;;;;;;;;;;;1001;4;;;;;;3;3000;4;;
1033;12;5;;;;84;;ISRAEL:  RAMALA, GAZA, NABLUS: EGYPT;33;35;;;10;70000;4;;;;;;3;;3;;;70000;4;;;;;;3;;3;;
1036;7;;;;;;;NORTH KOREA:  KAESONG;376;1263;;57;7;;;;;;;;2;;;;;;;;;;;;;;;;
1037;12;;;;;;;CHINA:  JIANGSU PROVINCE:  TAICHOU;32;119;;;;22391;4;;;;;;4;;;;;22391;4;;;;;;4;;;;
1038;1;9;;;;;;CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN;384;1129;;73;10;32300;4;;;;;;4;;;;;;;;;;;;;;;;
1039;2;2;;;;87;;TURKEY:  ISTANBUL (CONSTANTINOPLE);384;273;;68;;;3;;;;;;2;;2;;2;;3;;;;;;2;;2;;
1040;;;;;;;;TUNISIA:  AL:KAIRAWAN;357;10;;;11;;;;;;;;3;;;;;;;;;;;;;;;;
1042;8;21;;;;;;IRAN:  TABRIZ;38;462;;;;40000;4;;;;;;4;;;;;;;;;;;;;;;;
1042;11;4;13;30;;;;IRAN:  TABRIZ;381;463;15;76;9;50000;4;;;;;;4;;;;;50000;4;;;;;;4;;;;
1045;;;;;0;;;TURKEY;397;395;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
1046;;;;;0;;;TURKEY:  ANI (ARMENIA);405;435;15;55;8;;3;;;;;;3;;;;;;;;;;;;;;;;
1048;;;;;;;;UNITED KINGDOM:  BRITIAN;52;0;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1052;3;;;;;;;IRAN:  KHORASAN:  BAIHAQ, NISHAPUR;36;588;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1052;;;;;;;;IRAN:  KHUZESTAN:  ARRJAN;306;503;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1057;;;;;;;;CHINA:  BEIJING;397;1163;;68;9;25000;4;;;;;;4;;;;;25000;4;;;;;;4;;;;
1058;12;8;15;;;;;IRAQ:  MOSUL, KIRKUK, HAMADAN, TIKRIT, WASIT, AMAH;343;447;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
1063;7;;;;0;;;LEBANON:  TARABULUS (TRIPOLIS), TYRE: TURKEY: IRAQ;343;355;;;8;;3;;;;;;3;;;;;;;;;;;;;;;;
1063;9;23;;;0;;;TURKEY:  ISTANBUL,TRAKYA, ERDEK, IZNIK;404;289;;;8;;;;;;;;;;;;;;;;;;;;;;;;
1064;;;;;0;;;TURKEY:  IZNIK,NICAEA;407;297;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1065;1;21;;;0;;;ITALY:  SICILY:  CATANIA,MESSINA,MILAZZO,PALE;381;151;;;10;975;3;;;;;;3;;;;;;;;;;;;;;;;
1065;12;3;;;0;;;IRAN:  KHORASAN,JABAL;35;58;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
1066;3;31;;;0;;;IRAN:  KHORASAN;34;58;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
1067;11;;;;;;;CHINA:  GUANGDONG PROVINCE;236;1165;;68;9;;3;;;;;;4;;;;;;3;;;;;;4;;;;
1068;3;18;;;;90;;ISRAEL:  RAMLA,PALESTINE,JERUSALEM,TABUK,KUFA,HALLA;295;3495;;;9;;3;;;;;;4;;4;;;;3;;;;;;4;;4;;
1068;8;14;;;;;;CHINA:  HEBEI PROVINCE:  CANGZHOU, HEJIAN;385;1161;;6;8;;3;;;;;;3;;3;;;;3;;;;;;3;;3;;
1070;2;25;;;0;;;EGYPT:  AL:QAHIRAH (CAIRO): ISRAEL:  JERUSALEM;30;311;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1072;;;;;;;;YEMEN:  SANA, ZABID: SAUDI ARABIA:  MECCA;142;433;;;8;50;1;;;;;;2;;2;;2;50;1;;;;;;2;;2;;
1076;;;;;0;;;SYRIA:  (MANY COUNTRIES);35;38;;;8;;3;;;;;;3;;;;;;;;;;;;;;;;
1082;12;6;;;0;;;TURKEY;405;285;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1085;4;29;;;0;;;TURKEY:  ERZURUM;399;411;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1085;4;29;;;0;;;IRAN:  ARAJAN,KHUZESTAN;31;49;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
1086;4;18;;;0;;;IRAQ:  MESOPOTAMIA,JAZIRAH,BADHARAYA: SYRIA;34;44;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1086;;;;;0;;;ITALY:  SIRACUSA (SYRACUSE);37;153;;;;1000;3;;;;;;3;;;;;;;;;;;;;;;;
1088;4;22;;;0;;;GEORGIA:  TMOGVI;414;432;10;53;;;3;;;;;;3;;;;;;;;;;;;;;;;
1088;6;10;;;;93;;JAPAN:  SANRIKU;405;143;;7;;;;;;;;;;;;;;;;;;;;;;;;;
1089;;;;;0;;;SYRIA:  TUDMUR (PALMYRA);343;382;;;8;;;;;;;;3;;;;;;;;;;;;;;;;
1091;;;;;0;;;TURKEY:  ANTAKYA (ANTIOCH): SYRIA;361;361;;;9;;;;;;;;3;;;;;;;;;;;;;;;;
1096;12;17;;;;96;;JAPAN:  ENSHUNADA;34;1375;;84;;400;3;;;;;;;;;;;;;;;;;;;;;;
1099;2;22;;;;2992;;JAPAN:  NANKAIDO;33;1355;;84;;;;;;;;;;;;;;;;;;;;;1;;;;
1101;;;;;;;;IRAN:  KHORASAN;36;59;10;65;10;60000;4;;;;;;;;;;;60000;4;;;;;;;;;;
1102;1;15;;;;;;CHINA:  SHANXI PROVINCE:  CHIN,HSI TAI IN TAI,YUAN;375;1126;;;;;3;;;;;;3;;;;;;3;;;;;;3;;;;
1102;2;28;;;0;;;AFGHANISTAN:  GERAT;35;621;15;61;8;;;;;;;;2;;;;;;;;;;;;;;;;
1106;;;;;;;;TURKEY:  ANTAKYA (ANTIOCH), AL:DAINOOR;362;361;;;8;;;;;;;;1;;1;;1;;;;;;;;1;;1;;
1109;;;;;;;;TURKEY:  ANTAKYA (ANTIOCH);362;361;;;11;;;;;;;;3;;3;;3;;;;;;;;3;;3;;
1111;;;;;0;;;TURKEY:  VAN;385;434;;;9;;;;;;;;3;;;;;;;;;;;;;;;;
1114;3;12;;;;;;TURKEY:  SANAOSATA,GHISN:MANSUR,KNESUN,MARAS;375;385;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;;;;;;;;TURKEY:  ANTAKYA (ANTIOCH): SYRIA:  HALAB (ALEPPO);361;361;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1114;;;;;;;;ITALY:  VITERBO;4242;121;;;10;;;;;;;;1;;;;;;;;;;;;1;;;;
1115;;;;;0;;;IRAN:  HENGAM ISLAND,KISH ISLAND;264;555;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1115;;;;;;;;TURKEY:  ANTIOCH: SYRIA: ALEPPO: ISRAEL: PALESTINE;361;361;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1115;;;;;;;;TURKEY:  HARRAN,KUFA,SAMSAT,EL:SUN;368;39;;;10;;;;;;;;3;;;;;;;;;;;;;;;;
1117;1;3;21;30;0;;;ITALY:  N;455;11;;;11;;;;;;;;;;;;;;;;;;;;;;;;
1117;3;1;;;0;;;ITALY:  VENEZIA (VENICE) TO EMILIA;448;113;;;10;;3;;;;;;3;;;;;;;;;;;;;;;;
1118;;;;;;;;UNITED KINGDOM:  IRELAND:  SLIABH:ELPA;;;;;;;3;;;;;;4;;;;;;3;;;;;;4;;;;
1119;12;10;;;0;;;IRAN:  QAZVIN;362;50;;65;;;;;;;;;3;;;;;;;;;;;;;;;;
1125;8;30;;;;;;CHINA:  GANSU PROVINCE;361;1037;;7;9;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1125;10;11;;;0;;;ITALY:  BENEVENTO;411;148;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1130;2;12;;;0;;;IRAQ:  AL:MAWSIL (MOSUL),JABAL,JAZIRAH;362;431;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1130;2;28;;;0;;;IRAQ:  BAGHDAD;332;442;;;7;;;;;;;;2;;;;;;;;;;;;;;;;
1137;9;19;;;;;;IRAQ:SYRIA:  MESOPOTAMIA, MOSUL;363;431;;;9;;3;;;;;;4;;;;;;3;;;;;;4;;;;
1137;;;;;0;;;ITALY:  SICILY:  CATANIA;373;151;;;;15000;4;;;;;;;;;;;;;;;;;;;;;;
1139;;;;;;;;AZERBAIJAN:  GYZNDZHA;403;463;;;11;230000;4;;;;;;4;;4;;;230000;4;;;;;;4;;4;;
1143;4;;;;;;;CHINA:  NINGXIA;385;1063;;6;8;10000;4;;;;;;3;;3;;;10000;4;;;;;;3;;3;;
1149;5;11;;;0;;;IRAQ:  BAGHDAD;332;444;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1151;;;;;0;;;PORTUGAL:  LISBON;387;-91;;;;1000;3;;;;;;1;;;;;;;;;;;;;;;;
1151;;;;;0;;;SYRIA:  BUSRA;326;367;;62;9;;;;;;;;3;;;;;;;;;;;;;;;;
1153;;;;;0;;;GREECE:ALBANIA;398;201;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1155;1;18;;;;;;ITALY:  BORGOGNE;458;81;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1155;;;;;;;;SYRIA:  DIMASHQ: TURKEY:ANTIOCH: LEBANON:TARABULUS;345;365;;;;2000;4;;;;;;;;;;;;;;;;;;;;;;
1156;10;26;;;;;;SYRIA:  HALAB (ALEPPO), MALATICH;362;372;;;;2000;4;;;;;;3;;3;;;2000;4;;;;;;3;;3;;
1157;2;13;;;;;;SYRIA:  HALAB (ALEPPO);351;363;;;;8000;4;;;;;;4;;;;;80000;4;;;;;;4;;;;
1158;;;;;;;;SYRIA:  MALATYA,DIMASHQ: LEBANON: TURKEY:  ANTAKYA;384;3835;;;;20000;4;;;;;;4;;4;;;20000;4;;;;;;4;;4;;
1160;;;;;0;;;ISRAEL;32;355;;61;;;;;;;;;3;;;;;;;;;;;;;;;;
1164;;;;;0;;;ICELAND:  SOUTHLAND,GRIMSNES;643;-20;;;10;19;1;;;;;;;;;;;;;;;;;;;;;;
1169;2;4;;;;2852;1;ITALY:  SICILY:  SIRACUSA (SYRACUSE): CALABRIA;373;1503;;;11;16000;4;;;;;;3;;3;;;16000;4;;;;;;3;;3;;
1169;;;;;;;;SYRIA:  HALAB (ALEPPO),DIMASHQ (DAMASCUS);362;372;;;10;80000;4;;;;;;3;;;;;80000;4;;;;;;3;;;;
1171;;;;;0;;;LEBANON:  TARABULUS (TRIPOLI);344;358;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1172;;;;;;3108;;ITALY:  SICILY;38;15;;;;;;;;;;;;;;;;;3;;;;;;;;;;
1175;7;22;;;0;;;IRAN:  REY (RAY),QAZVIN;353;512;;;;;3;;;;;;3;;;;;;;;;;;;;;;;
1175;;;;;0;;;TURKMENISTAN;375;655;15;71;10;;;;;;;;;;;;;;;;;;;;;;;;
1176;;;;;0;;;IRAN:  REY:QAZVIN;363;50;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1179;;;;;0;;;TURKEY:  ANTIOCH: SYRIA:DAMASCUS: LEBANON:TRIPOLIS;361;361;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1180;;;;;0;;;ITALY:  ARIANO;411;151;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1182;;;;;0;;;SYRIA:  BUSRA: ISRAEL:  PALESTINE;326;367;;67;10;;;;;;;;3;;;;;;;;;;;;;;;;
1182;;;;;0;;;ICELAND:  SOUTHLAND;64;-21;;;10;11;1;;;;;;;;;;;;;;;;;;;;;;
1183;;;;;0;;;SYRIA:  DIMASHQ: TURKEY: ANTAKYA: LEBANON: TRIPOLI;345;365;;;;20000;4;;;;;;3;;;;;20000;4;;;;;;3;;;;
1184;5;24;;;0;;;ITALY:  COSENZA;393;162;;;10;;;;;;;;3;;;;;;;;;;;;;;;;
1201;4;25;14;;;;;BALKANS NW:  SLOVENIA:  STYRIA;464;153;;;8;;;;;;;;3;;;;;;;;;;;;3;;;;
1202;5;20;;;;100;;SYRIA:  SOUTHWESTERN;335;36;;76;11;30000;4;;;;;;4;;4;;;30000;4;;;;;;4;;4;;
1202;7;25;;;;;;CHINA:  FUJIAN PROVINCE:  KIEN NAN CHAN;271;1184;;;;;3;;;;;;;;;;;;3;;;;;;;;;;
1208;7;16;;;;;;IRAN:  NEYSHABUR (NEISHABUR),FIRRIM;363;576;;65;;;;;;;;;3;;;;;;;;;;;;;;;;
1208;;;;;;;;TURKMENISTAN:  GURGANDZHE;42;60;10;61;9;2000;4;;;;;;3;;;;;;;;;;;;;;;;
1209;12;4;;;;;;CHINA:  SHAANXI PROVINCE:  FUSHAN;36;1118;;63;9;3000;4;;;;;;3;;3;;;3000;4;;;;;;3;;3;;
1209;;;;;0;;;IRAN:  NISHAPUR;36;588;10;76;9;;;;;;;;3;;;;;;;;;;;;;;;;
1211;6;15;;;0;;;EGYPT:  AL:QAHIRAH (CAIRO);305;313;;;;;3;;;;;;;;;;;;;;;;;;;;;;
1219;6;2;;;;;;CHINA:  NINGXIA;36;1062;;65;9;10000;4;;;;;;4;;;;;10000;4;;;;;;4;;;;
1222;5;;;;;101;;CYPRUS;345;33;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;12;25;11;;;;;ITALY:  BRESCIA;4555;1022;;;10;12000;4;;;;;;4;;4;;;12000;4;;;;;;4;;4;;
1223;;;;;0;;;ITALY:  SIPONTO;416;159;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1227;7;;;;;;;CHINA:  NINGXIA;385;1063;;55;7;;;;;;;;1;;1;;1;;;;;;;;1;;1;;
1227;;;;;;;;FRANCE:  LAMBESC,  HIGH ALPS,PROVENCE;436;53;;;11;5000;4;;;;;;3;;;;;;;;;;;;;;;;
1231;3;11;;;;3478;;TURKEY: ISTANBUL (CONSTANTINOPLE);41;286;;69;8;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1231;6;1;;;;;;ITALY:  S. GERMANO, MONTECASSINO;415;138;;;10;;;;;;;;2;;2;;;;;;;;;;2;;2;;
1233;;;;;0;;;ITALY:  VENEZIA (VENICE);453;122;;56;;;;;;;;;3;;;;;;;;;;;;;;;;
1237;3;;;;0;;;ALBANIA;413;195;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1237;8;24;;;0;;;IRAN:  GONABAD (DASHT:E:BAYAZ:GONABAD);342;584;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1237;;;;;0;;;ALBANIA:  DURRES;412;193;;;10;;;;;;;;;;;;;;;;;;;;;;;;
